1.0124006
4
2.4882122
9
2.4995625
5
2.5166904
1
3.5181499
0
2.3029687
3
3.3314371
7
2.3278155
6
3.606908
2
3.3062309
8
2.3969164
3,3
4.8294499
1,2
5.9230366
8,5
7.0232291
8,0
4.6374522
6,2
5.8864409
0,2
4.7999697
3,5
4.7912294
2,1
5.9045616
2,9
3.7556447
9,4
4.9819512
9,9
3.609948
5,4
4.6632313
3,3
5.938235
2,4
6.9441932
9,8
5.8901098
1,1,7
8.3113965
4,6,4
8.1193663
7,8,5
6.07945
0,0,7
6.1303341
9,0,0
5.9601414
7,6,5
6.2761163
7,9,6
6.9761234
3,0,2
7.2574586
6,7,6
7.1139765
4,7,6
9.224337
1,1,0,2
11.6721031
5,0,8,2
12.8303919
2,9,3,1
10.4290552
7,1,1,5
9.5993264
9,1,7,0
14.1908859
1,4,4,5
12.8171854
2,2,5,8
10.5652351
0,8,4,1
9.529634
0,6,4,0
33.2360662
5,6,1,1
7.3186743
4
2.5894801
2
3.3721817
9
2.5054058
1
5.7789294
5
6.6395719
3
3.4788446
7
2.2903807
0
2.5434847
8
2.431073
6
3.64194
2,3
10.4160715
2,8
4.7577553
2,7
4.9764766
4,8
9.2777035
1,9
6.0468323
8,1
4.7861965
9,6
4.9104904
9,3
4.9438314
8,9
4.9478898
6,0
4.6994415
5,3
4.6378759
4,8
4.6595025
7,6
4.6685488
7,9
4.6258298
1,7
4.6614
4,0,0
11.3335535
6,6,8
9.1178657
5,3,9
6.6738277
5,3,3
6.0023634
3,7,0
6.7852251
3,2,6
6.1712156
5,5,4
6.9089743
7,2,2
7.0546785
0,6,1
6.8421342
2,9,1
9.3563912
3,4,8,1
9.3474177
5,4,6,4
9.2861145
3,7,1,2
36.1934484
7,3,7,5
13.1336968
6,0,1,4
7.1395046
2,9,8,0
12.7288595
0,2,0,7
8.5896008
0,6,4,9
8.4563886
7,6,1,8
10.6615405
3,3,8,9
9.2233874
9
2.011029
5
1.9929218
6
1.9920353
0
2.0157058
4
1.9913972
2
2.012891
1
2.0037711
7
2.0566874
8
1.9763408
3
2.0267156
8,2
4.9371951
4,0
5.7862922
9,8
3.1566542
2,2
4.9480153
0,9
5.9040893
4,5
4.0302579
1,6
4.0198381
1,7
5.8012153
2,4
4.0103226
8,7
3.119313
2,3
4.0246513
1,2
4.9409411
5,8
5.8127935
3,6
4.9376225
4,2
3.9995306
6,6,7
5.1631997
0,0,6
5.1625601
8,0,2
5.1194027
0,6,6
6.8975385
2,9,7
5.1391135
8,9,5
5.1326601
8,1,9
6.0119389
6,1,2
6.0319352
1,3,7
6.0740062
3,0,2
6.0314201
9,7,4,3
8.0630578
5,8,5,3
7.1796974
2,2,7,1
9.8943587
1,5,3,0
7.1432819
0,9,8,6
8.0208009
8,3,2,3
10.7537218
6,6,7,8
7.1684563
1,5,1,9
8.0504031
4,4,9,3
8.0968818
9,0,9,4
9.8751097
3
2.4490265
7
2.407917
6
2.6233938
1
2.3665653
5
2.3536821
4
2.4774935
0
2.4999268
9
2.5155275
8
2.3977907
2
4.3040004
5,6
7.9961805
4,8
3.673613
1,2
3.6912359
0,8
4.8177949
1,6
6.7623557
2,3
3.7519266
3,7
3.5655768
8,2
4.7986764
8,0
3.631171
5,4
3.5784628
2,0
3.706807
7,3
4.7744403
0,3
4.875306
9,7
3.5288535
2,7
3.7087342
4,8,5
4.9589006
9,7,6
4.8649995
8,9,6
9.1971094
4,6,8
9.0022572
6,4,9
5.1132735
9,8,8
7.0889054
3,4,6
6.7804118
5,4,5
4.889595
9,1,5
6.8660968
0,9,0
6.9455636
3,8,9,0
9.5764336
5,4,5,7
10.3952577
1,1,5,2
12.4791515
9,1,8,9
6.0503364
2,4,2,9
12.4752795
4,7,9,3
7.3377472
2,4,9,6
14.5454206
0,3,7,5
9.4652661
2,2,9,4
9.4544748
1,3,3,0
7.0356895
4
6.7966649
8
2.2664799
1
3.5581519
5
2.3623657
6
3.5853518
2
3.643801
3
7.3744601
9
3.3690857
0
2.4006258
7
2.397871
3,2
6.8012469
2,5
7.8461535
2,2
5.8099075
4,9
6.9265047
7,0
3.7292406
4,9
5.6244362
8,3
9.8382094
3,3
3.7619735
5,1
5.8455702
5,2
7.9153581
0,3
5.8388199
2,3
8.1011678
1,1
5.8324405
8,9
4.6869781
9,2
4.858368
2,5,3
14.4589294
9,4,5
9.1894808
6,1,2
26.389921
3,0,4
15.5056046
3,0,8
7.2508941
0,0,6
13.5482582
1,1,0
15.3964852
4,2,8
16.0722739
8,2,7
8.4192494
2,0,4
13.4289487
3,3,8,8
24.7548142
8,9,6,1
21.0424281
4,0,0,8
16.8919291
6,5,6,8
24.0384105
8,6,9,7
31.0012011
4,4,6,7
18.8853815
2,9,5,0
11.5931286
9,8,8,6
18.2261964
9,3,4,0
20.2791301
9,8,3,1
16.2152321
2
2.9049492
1
2.9712668
6
2.9239451
7
2.0185797
3
2.9197026
4
2.9140734
8
2.0039483
5
2.9530393
0
2.0071504
9
2.0314356
1,5
6.7397866
7,0
4.0221827
8,4
4.9672928
7,0
4.0619844
9,6
4.9275278
8,7
4.9327155
2,9
5.7904363
3,8
5.8521573
2,8
5.8351208
4,1
4.88217
7,6
6.7323877
3,9
5.8369498
5,7
4.929951
4,2
4.9355489
7,7
4.0368285
1,2,3
6.978986
0,6,7
7.7978817
1,9,4
6.9722454
1,8,2
7.8273098
0,1,4
7.8446625
0,9,7
7.9045765
5,2,2
6.9084962
2,0,9
7.0376056
5,8,3
6.9709721
1,6,1
6.9319107
9,2,5,5
9.8645664
2,6,6,1
8.0358151
9,3,0,4
10.7273068
7,4,5,1
9.8505254
0,6,1,1
14.3940763
7,5,2,7
10.731343
0,8,6,5
8.9449367
3,1,3,7
9.8043727
2,2,1,6
9.8711127
6,0,6,2
14.4174392
1
13.7474039
2
6.4865204
3
6.5023962
9
20.9437566
8
2.8986267
5
2.8843578
6
2.9111042
4
6.5772616
7
4.7267054
0
2.9214538
3,3
18.6354848
7,9
7.7464302
6,5
11.2990988
5,8
16.0447707
4,5
16.5658947
3,2
12.1580319
8,6
13.0620277
0,9
6.7216872
7,1
17.5259413
8,4
7.6490597
9,9
15.7197742
4,6
10.3233523
3,3
6.7486957
1,7
12.2981045
4,8
5.8244293
6,1,6
29.0002392
2,2,1
14.7467536
2,3,6
21.3557782
0,7,9
34.2863624
8,5,9
27.8379361
5,5,0
15.9907501
8,7,0
30.4484722
5,1,9
13.3163154
5,4,6
27.7159356
4,3,7
21.455128
2,9,8,7
19.8543472
6,1,8,7
35.1099294
9,1,1,3
36.0493944
8,1,4,9
22.5196654
6,7,4,8
10.7670625
4,6,4,9
11.6025023
6,1,4,9
13.4329813
0,3,3,7
10.8070349
7,5,8,0
7.1661044
1,2,0,7
10.769714
8
4.7219894
2
3.842983
9
2.8964978
7
2.8787859
0
2.0235963
3
2.9329341
5
6.5301203
1
2.9135914
6
2.0595534
4
2.9139681
3,6
7.6531767
6,7
10.3500362
6,4
5.830137
9,0
4.9204735
4,4
4.0490578
1,0
4.0321553
6,1
4.932071
8,2
4.9293322
9,4
4.0085099
4,4
4.0360472
7,8
6.7267738
7,0
6.7191764
5,2
4.902546
3,5
5.8235455
8,8
4.0388682
7,2,0
8.7480343
6,8,6
7.8592918
1,7,0
7.8348856
1,1,2
7.8662774
4,6,9
7.852707
3,8,0
6.0314688
6,6,0
8.7475099
7,8,8
12.330062
2,8,2
6.036375
7,8,1
6.9637839
4,3,5,3
11.6730518
9,0,1,8
9.8776626
2,0,4,1
10.748875
0,4,1,3
9.8865439
0,1,6,6
9.0224678
0,3,2,3
11.6721062
4,6,5,0
8.0562319
8,1,9,6
9.0099027
9,1,1,4
13.5282309
3,1,3,2
11.7291355
